"id"	"structure"	"dispo_id"	"season"	"season_year"	"dispo_type"	"site_code"	"lon"	"lat"	"local"	"campaign_start"	"campaign.end"	"campaign_duration"	"trap_night"	"trap_cat"
"1675"	1675	"ONF"	"HSV16-40380"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	330016.2636	7665053.971	"Grand Bénare"	"21/07/2010"	"01/09/2010"	42	7	0
"1676"	1676	"ONF"	"HSV17-40380"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	329911.3479	7665556.665	"Grand Bénare"	"21/07/2010"	"01/09/2010"	42	7	1
"1677"	1677	"ONF"	"HSV18-40380"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	329749.5237	7665834.012	"Grand Bénare"	"21/07/2010"	"01/09/2010"	42	7	1
"1678"	1678	"ONF"	"HSV19-40380"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	329606.2923	7666121.514	"Grand Bénare"	"21/07/2010"	"01/09/2010"	42	7	0
"1679"	1679	"ONF"	"HSV20-40380"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	329754.1417	7668615.331	"Grand Bénare"	"21/07/2010"	"01/09/2010"	42	7	1
"1680"	1680	"ONF"	"HSV26-40380"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	332191.2764	7669349.969	"Grand Bénare"	"21/07/2010"	"11/08/2010"	21	4	0
"1681"	1681	"ONF"	"HSV27-40380"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	331579.083	7668872.294	"Grand Bénare"	"21/07/2010"	"11/08/2010"	21	4	0
"1682"	1682	"ONF"	"HSV28-40380"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	331644.9693	7669160.546	"Grand Bénare"	"21/07/2010"	"11/08/2010"	21	4	1
"1683"	1683	"ONF"	"HSV29-40380"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	331626.8446	7670123.497	"Grand Bénare"	"21/07/2010"	"11/08/2010"	21	4	0
"1684"	1684	"ONF"	"HSV30-40380"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	330738.3953	7670526.618	"Grand Bénare"	"21/07/2010"	"11/08/2010"	21	4	0
"1932"	1932	"PNRun OUEST"	"PC1-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	334068	7664989	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	0
"1933"	1933	"PNRun OUEST"	"PC2-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	334345	7664699	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	0
"1934"	1934	"PNRun OUEST"	"PC3-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	334745	7664685	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	9	1
"1935"	1935	"PNRun OUEST"	"PC4-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	335074	7664477	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	0
"1936"	1936	"PNRun OUEST"	"PC5-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	335464	7664420	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	0
"1937"	1937	"PNRun OUEST"	"PC6-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	335784	7664161	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	0
"1938"	1938	"PNRun OUEST"	"PC7-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	335500	7663894	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	0
"1939"	1939	"PNRun OUEST"	"PC8-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	335248	7663577	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	9	1
"1940"	1940	"PNRun OUEST"	"PC9-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	334987	7663276	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	0
"1941"	1941	"PNRun OUEST"	"PC10-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	334758	7662944	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	0
"1942"	1942	"PNRun OUEST"	"PC11-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	334524	7662558	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	0
"1943"	1943	"PNRun OUEST"	"PC12-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	334427	7662094	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	0
"1944"	1944	"PNRun OUEST"	"PC13-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	334078	7662133	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	1
"1945"	1945	"PNRun OUEST"	"PC14-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	333742	7662103	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	0
"1946"	1946	"PNRun OUEST"	"PC15-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	333583	7662255	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	8	2
"1947"	1947	"PNRun OUEST"	"PC16-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	333518	7662620	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	1
"1948"	1948	"PNRun OUEST"	"PC17-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	333678	7662919	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	0
"1949"	1949	"PNRun OUEST"	"PC18-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	333667	7663271	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	0
"1950"	1950	"PNRun OUEST"	"PC19-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	333775	7663592	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	0
"1951"	1951	"PNRun OUEST"	"PC20-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	333912	7663899	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	0
"1952"	1952	"PNRun OUEST"	"PC21-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	333877	7664234	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	0
"1953"	1953	"PNRun OUEST"	"PC22-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	333717	7664564	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	1
"1954"	1954	"PNRun OUEST"	"PC23-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	333477	7664841	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	1
"1955"	1955	"PNRun OUEST"	"PC24-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	333653	7665135	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	0
"1956"	1956	"PNRun OUEST"	"PCX-41913"	"ETE"	"2014-2015"	"CAGE"	"GBR"	335390	7663753	"Planeze des Benares"	"01/10/2014"	"05/11/2014"	35	10	0
