"id"	"structure"	"dispo_id"	"season"	"season_year"	"dispo_type"	"site_code"	"lon"	"lat"	"local"	"campaign_start"	"campaign.end"	"campaign_duration"	"trap_night"	"trap_cat"
"1282"	1282	"PNRun OUEST"	"3948-C1-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	330799.2885	7670587.152	"Piste forestiere Maido"	"18/06/2018"	"03/09/2018"	77	70	1
"1283"	1283	"PNRun OUEST"	"3949-C2-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	331201.2885	7670146.866	"Piste forestiere Maido"	"18/06/2018"	"03/09/2018"	77	74	0
"1284"	1284	"PNRun OUEST"	"3950-C3-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	330942.86	7669515.152	"Piste forestiere Maido"	"18/06/2018"	"30/08/2018"	73	55.5	0
"1285"	1285	"PNRun OUEST"	"3951-C4-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	330617.4314	7668998.295	"Piste forestiere Maido"	"18/06/2018"	"03/09/2018"	77	60.5	0
"1286"	1286	"PNRun OUEST"	"3952-C5-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	330665.2885	7668127.295	"Piste forestiere Maido"	"18/06/2018"	"03/09/2018"	77	71.5	0
"1287"	1287	"PNRun OUEST"	"3953-C6-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	330694.0028	7667285.009	"Piste forestiere Maido"	"18/06/2018"	"03/09/2018"	77	63.5	0
"1288"	1288	"PNRun OUEST"	"3954-C7-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	330521.7171	7666155.581	"Piste forestiere Maido"	"18/06/2018"	"03/09/2018"	77	62.5	0
"1289"	1289	"PNRun OUEST"	"3955-CX-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	330014.4315	7665945.009	"Piste forestiere Maido"	"18/06/2018"	"23/07/2018"	35	30	0
"1290"	1290	"PNRun OUEST"	"3956-C8-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	330272.86	7665188.867	"Piste forestiere Maido"	"18/06/2018"	"03/09/2018"	77	57.5	0
"1291"	1291	"PNRun OUEST"	"3957-C9-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	330148.4314	7664203.009	"Piste forestiere Maido"	"18/06/2018"	"03/09/2018"	77	64.5	1
"1292"	1292	"PNRun OUEST"	"3958-CGBR01-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	331950.4289	7668447.889	"Piste de La Glacière"	"19/06/2018"	"03/09/2018"	76	74	1
"1293"	1293	"PNRun OUEST"	"3959-CGBR02-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	333398.1073	7666293.743	"Piste de La Glacière"	"19/06/2018"	"03/09/2018"	76	70.5	1
"1294"	1294	"PNRun OUEST"	"3960-CGBR03-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	333583.4101	7665147.182	"Piste de La Glacière"	"19/06/2018"	"03/09/2018"	76	71.5	1
"1295"	1295	"PNRun OUEST"	"3961-CGBR04-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	333502.3402	7662379.221	"Piste de La Glacière"	"19/06/2018"	"03/09/2018"	76	73	0
"1296"	1296	"PNRun OUEST"	"3962-CGBR05-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	333919.2715	7663896.388	"Piste de La Glacière"	"19/06/2018"	"03/09/2018"	76	67	2
"1297"	1297	"PNRun OUEST"	"3963-C10-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	330320.7171	7663255.438	"Piste de La Glacière"	"20/06/2018"	"03/09/2018"	75	54.5	0
"1298"	1298	"PNRun OUEST"	"3964-C11-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	329899.5743	7662432.295	"Piste forestiere Maido"	"20/06/2018"	"03/09/2018"	75	58	1
"1299"	1299	"PNRun OUEST"	"3965-C12-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	329823.0029	7661159.295	"Piste forestiere Maido"	"20/06/2018"	"03/09/2018"	75	58	1
"1300"	1300	"PNRun OUEST"	"3966-C13-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	330464.2886	7659915.01	"Piste forestiere Maido"	"20/06/2018"	"03/09/2018"	75	50	1
"1301"	1301	"PNRun OUEST"	"3967-C14-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	330856.7171	7658967.439	"Piste forestiere Maido"	"20/06/2018"	"03/09/2018"	75	56.5	0
"1302"	1302	"PNRun OUEST"	"3968-C15-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	331258.7171	7658555.867	"Piste forestiere Maido"	"20/06/2018"	"03/09/2018"	75	57.5	0
"1303"	1303	"PNRun OUEST"	"3969-C16-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	332330.717	7658039.01	"Piste forestiere Maido"	"20/06/2018"	"03/09/2018"	75	61.5	2
"1304"	1304	"PNRun OUEST"	"3992-Calf-2018-2019-HIVER"	"HIVER"	"2018-2019"	"CAGE"	"GBR"	NA	NA	"Piste forestiere Maido"	"20/06/2018"	"03/09/2018"	75	61	1
"1305"	1305	"PNRun OUEST"	"4004-CGBR01-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	331950.4289	7668447.889	"Piste de La Glacière"	"15/10/2018"	"31/10/2018"	16	16	0
"1306"	1306	"PNRun OUEST"	"4005-CGBR02-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	333398.1073	7666293.743	"Piste de La Glacière"	"15/10/2018"	"31/10/2018"	16	16	0
"1307"	1307	"PNRun OUEST"	"4006-CGBR03-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	333583.4101	7665147.182	"Piste de La Glacière"	"15/10/2018"	"31/10/2018"	16	16	0
"1308"	1308	"PNRun OUEST"	"4007-CGBR04-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	333502.3402	7662379.221	"Piste de La Glacière"	"15/10/2018"	"31/10/2018"	16	16	0
"1309"	1309	"PNRun OUEST"	"4008-CGBR05-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	333919.2715	7663896.388	"Piste de La Glacière"	"15/10/2018"	"31/10/2018"	16	16	0
"1310"	1310	"PNRun OUEST"	"3994-C1-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330799.2885	7670587.152	"Piste forestiere Maido"	"15/10/2018"	"31/10/2018"	16	16	0
"1311"	1311	"PNRun OUEST"	"3995-C2-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	331201.2885	7670146.866	"Piste forestiere Maido"	"15/10/2018"	"31/10/2018"	16	16	0
"1312"	1312	"PNRun OUEST"	"3996-C3-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330942.86	7669515.152	"Piste forestiere Maido"	"15/10/2018"	"31/10/2018"	16	15	0
"1313"	1313	"PNRun OUEST"	"3997-C4-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330617.4314	7668998.295	"Piste forestiere Maido"	"15/10/2018"	"31/10/2018"	16	16	0
"1314"	1314	"PNRun OUEST"	"3998-C5-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330665.2885	7668127.295	"Piste forestiere Maido"	"15/10/2018"	"31/10/2018"	16	15	0
"1315"	1315	"PNRun OUEST"	"3999-C6-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330694.0028	7667285.009	"Piste forestiere Maido"	"15/10/2018"	"31/10/2018"	16	15	0
"1316"	1316	"PNRun OUEST"	"4000-C7-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330521.7171	7666155.581	"Piste forestiere Maido"	"15/10/2018"	"31/10/2018"	16	16	0
"1317"	1317	"PNRun OUEST"	"4002-C8-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330272.86	7665188.867	"Piste forestiere Maido"	"15/10/2018"	"31/10/2018"	16	15	0
"1318"	1318	"PNRun OUEST"	"4003-C9-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330148.4314	7664203.009	"Piste forestiere Maido"	"15/10/2018"	"31/10/2018"	16	15	0
"1319"	1319	"PNRun OUEST"	"4009-C10-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330320.7171	7663255.438	"Piste de La Glacière"	"15/10/2018"	"31/10/2018"	16	15	0
"1320"	1320	"PNRun OUEST"	"4010-C11-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	329899.5743	7662432.295	"Piste forestiere Maido"	"15/10/2018"	"31/10/2018"	16	15	0
"1321"	1321	"PNRun OUEST"	"4011-C12-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	329823.0029	7661159.295	"Piste forestiere Maido"	"15/10/2018"	"31/10/2018"	16	16	0
"1322"	1322	"PNRun OUEST"	"4012-C13-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330464.2886	7659915.01	"Piste forestiere Maido"	"15/10/2018"	"31/10/2018"	16	15	0
"1323"	1323	"PNRun OUEST"	"4013-C14-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330856.7171	7658967.439	"Piste forestiere Maido"	"15/10/2018"	"31/10/2018"	16	16	0
"1324"	1324	"PNRun OUEST"	"4014-C15-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	331258.7171	7658555.867	"Piste forestiere Maido"	"15/10/2018"	"31/10/2018"	16	15	0
"1325"	1325	"PNRun OUEST"	"4015-C16-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	332330.717	7658039.01	"Piste forestiere Maido"	"15/10/2018"	"31/10/2018"	16	16	0
"1326"	1326	"PNRun OUEST"	"4001-C17-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330014.4315	7665945.009	"Piste forestiere Maido"	"15/10/2018"	"31/10/2018"	16	16	0
"1327"	1327	"PNRun OUEST"	"4038-C18-2018-2019-HIVER"	"ETE"	"2018-2019"	"CAGE"	"GBR"	NA	NA	"Piste forestiere Maido"	"15/10/2018"	"31/10/2018"	16	16	0
"1328"	1328	"PNRun OUEST"	"4004-CGBR01-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	331950.4289	7668447.889	"Piste de La Glacière"	"05/11/2018"	"06/12/2018"	31	24	0
"1329"	1329	"PNRun OUEST"	"4005-CGBR02-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	333398.1073	7666293.743	"Piste de La Glacière"	"05/11/2018"	"06/12/2018"	31	29.5	0
"1330"	1330	"PNRun OUEST"	"4006-CGBR03-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	333583.4101	7665147.182	"Piste de La Glacière"	"05/11/2018"	"06/12/2018"	31	29	0
"1331"	1331	"PNRun OUEST"	"4007-CGBR04-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	333502.3402	7662379.221	"Piste de La Glacière"	"05/11/2018"	"06/12/2018"	31	31	0
"1332"	1332	"PNRun OUEST"	"4008-CGBR05-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	333919.2715	7663896.388	"Piste de La Glacière"	"05/11/2018"	"06/12/2018"	31	31	0
"1333"	1333	"PNRun OUEST"	"3994-C1-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330799.2885	7670587.152	"Piste forestiere Maido"	"05/11/2018"	"06/12/2018"	31	26	0
"1334"	1334	"PNRun OUEST"	"3995-C2-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	331201.2885	7670146.866	"Piste forestiere Maido"	"05/11/2018"	"06/12/2018"	31	27.5	0
"1335"	1335	"PNRun OUEST"	"3996-C3-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330942.86	7669515.152	"Piste forestiere Maido"	"05/11/2018"	"06/12/2018"	31	24	0
"1336"	1336	"PNRun OUEST"	"3997-C4-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330617.4314	7668998.295	"Piste forestiere Maido"	"05/11/2018"	"06/12/2018"	31	22	0
"1337"	1337	"PNRun OUEST"	"3998-C5-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330665.2885	7668127.295	"Piste forestiere Maido"	"05/11/2018"	"06/12/2018"	31	27	0
"1338"	1338	"PNRun OUEST"	"3999-C6-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330694.0028	7667285.009	"Piste forestiere Maido"	"05/11/2018"	"06/12/2018"	31	27.5	1
"1339"	1339	"PNRun OUEST"	"4000-C7-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330521.7171	7666155.581	"Piste forestiere Maido"	"05/11/2018"	"06/12/2018"	31	29	0
"1340"	1340	"PNRun OUEST"	"4002-C8-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330272.86	7665188.867	"Piste forestiere Maido"	"05/11/2018"	"06/12/2018"	31	28	0
"1341"	1341	"PNRun OUEST"	"4003-C9-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330148.4314	7664203.009	"Piste forestiere Maido"	"05/11/2018"	"06/12/2018"	31	22	1
"1342"	1342	"PNRun OUEST"	"4009-C10-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330320.7171	7663255.438	"Piste de La Glacière"	"05/11/2018"	"06/12/2018"	31	20.5	0
"1343"	1343	"PNRun OUEST"	"4010-C11-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	329899.5743	7662432.295	"Piste forestiere Maido"	"05/11/2018"	"06/12/2018"	31	26	1
"1344"	1344	"PNRun OUEST"	"4011-C12-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	329823.0029	7661159.295	"Piste forestiere Maido"	"05/11/2018"	"06/12/2018"	31	22	1
"1345"	1345	"PNRun OUEST"	"4012-C13-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330464.2886	7659915.01	"Piste forestiere Maido"	"05/11/2018"	"06/12/2018"	31	24	0
"1346"	1346	"PNRun OUEST"	"4013-C14-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330856.7171	7658967.439	"Piste forestiere Maido"	"05/11/2018"	"06/12/2018"	31	23.5	0
"1347"	1347	"PNRun OUEST"	"4014-C15-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	331258.7171	7658555.867	"Piste forestiere Maido"	"05/11/2018"	"06/12/2018"	31	26	0
"1348"	1348	"PNRun OUEST"	"4015-C16-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	332330.717	7658039.01	"Piste forestiere Maido"	"05/11/2018"	"06/12/2018"	31	22	0
"1349"	1349	"PNRun OUEST"	"4001-C17-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	330014.4315	7665945.009	"Piste forestiere Maido"	"05/11/2018"	"06/12/2018"	31	31	0
"1350"	1350	"PNRun OUEST"	"4038-C18-2018-2019-ETE"	"ETE"	"2018-2019"	"CAGE"	"GBR"	NA	NA	"Piste forestiere Maido"	"05/11/2018"	"06/12/2018"	31	31	0
"1424"	1424	"PNRun OUEST"	"4298-C-C1-2019-2020-HIVER"	"HIVER"	"2019-2020"	"CAGE"	"GBR"	330799.2885	7670587.152	"Piste forestiere Maido"	"17/06/2019"	"30/09/2019"	105	86	1
"1425"	1425	"PNRun OUEST"	"4299-C-C2-2019-2020-HIVER"	"HIVER"	"2019-2020"	"CAGE"	"GBR"	331201.2885	7670146.866	"Piste forestiere Maido"	"17/06/2019"	"30/09/2019"	105	80	4
"1426"	1426	"PNRun OUEST"	"4300-C-C3-2019-2020-HIVER"	"HIVER"	"2019-2020"	"CAGE"	"GBR"	330942.86	7669515.152	"Piste forestiere Maido"	"17/06/2019"	"30/09/2019"	105	87	1
"1427"	1427	"PNRun OUEST"	"4301-C-C4-2019-2020-HIVER"	"HIVER"	"2019-2020"	"CAGE"	"GBR"	330617.4314	7668998.295	"Piste forestiere Maido"	"17/06/2019"	"30/09/2019"	105	86	1
"1428"	1428	"PNRun OUEST"	"4302-C-C5-2019-2020-HIVER"	"HIVER"	"2019-2020"	"CAGE"	"GBR"	330665.2885	7668127.295	"Piste forestiere Maido"	"17/06/2019"	"30/09/2019"	105	75	0
"1429"	1429	"PNRun OUEST"	"4303-C-C6-2019-2020-HIVER"	"HIVER"	"2019-2020"	"CAGE"	"GBR"	330694.0028	7667285.009	"Piste forestiere Maido"	"17/06/2019"	"30/09/2019"	105	62	0
"1430"	1430	"PNRun OUEST"	"4304-C-C7-2019-2020-HIVER"	"HIVER"	"2019-2020"	"CAGE"	"GBR"	330521.7171	7666155.581	"Piste forestiere Maido"	"17/06/2019"	"30/09/2019"	105	67.5	1
"1431"	1431	"PNRun OUEST"	"4305-C-C8-2019-2020-HIVER"	"HIVER"	"2019-2020"	"CAGE"	"GBR"	330272.86	7665188.867	"Piste forestiere Maido"	"17/06/2019"	"30/09/2019"	105	73.5	0
"1432"	1432	"PNRun OUEST"	"4306-C-C9-2019-2020-HIVER"	"HIVER"	"2019-2020"	"CAGE"	"GBR"	330148.4314	7664203.009	"Piste forestiere Maido"	"17/06/2019"	"30/09/2019"	105	82.5	1
"1433"	1433	"PNRun OUEST"	"4307-C-C10-2019-2020-HIVER"	"HIVER"	"2019-2020"	"CAGE"	"GBR"	330320.7171	7663255.438	"Piste forestiere Maido"	"17/06/2019"	"30/09/2019"	105	66	0
"1434"	1434	"PNRun OUEST"	"4308-C-C11-2019-2020-HIVER"	"HIVER"	"2019-2020"	"CAGE"	"GBR"	329899.5743	7662432.295	"Piste forestiere Maido"	"17/06/2019"	"30/09/2019"	105	70	0
"1435"	1435	"PNRun OUEST"	"4309-C-C12-2019-2020-HIVER"	"HIVER"	"2019-2020"	"CAGE"	"GBR"	329823.0029	7661159.295	"Piste forestiere Maido"	"24/06/2019"	"30/09/2019"	98	75	0
"1436"	1436	"PNRun OUEST"	"4310-C-C13-2019-2020-HIVER"	"HIVER"	"2019-2020"	"CAGE"	"GBR"	330464.2886	7659915.01	"Piste forestiere Maido"	"24/06/2019"	"30/09/2019"	98	71.5	0
"1437"	1437	"PNRun OUEST"	"4311-C-C14-2019-2020-HIVER"	"HIVER"	"2019-2020"	"CAGE"	"GBR"	330856.7171	7658967.439	"Piste forestiere Maido"	"24/06/2019"	"30/09/2019"	98	70	3
"1438"	1438	"PNRun OUEST"	"4312-C-C15-2019-2020-HIVER"	"HIVER"	"2019-2020"	"CAGE"	"GBR"	331258.7171	7658555.867	"Piste forestiere Maido"	"24/06/2019"	"30/09/2019"	98	69.5	1
"1439"	1439	"PNRun OUEST"	"4313-C-C16-2019-2020-HIVER"	"HIVER"	"2019-2020"	"CAGE"	"GBR"	332330.717	7658039.01	"Piste forestiere Maido"	"24/06/2019"	"30/09/2019"	98	84.5	0
"1440"	1440	"PNRun OUEST"	"4314-C-C17-2019-2020-HIVER"	"HIVER"	"2019-2020"	"CAGE"	"GBR"	330014.4315	7665945.009	"Piste forestiere Maido"	"24/06/2019"	"30/09/2019"	98	65	0
"1441"	1441	"PNRun OUEST"	"4349-C-C1-2019-2020-ETE"	"ETE"	"2019-2020"	"CAGE"	"GBR"	330799.2885	7670587.152	"Piste forestiere Maido"	"07/11/2019"	"23/12/2019"	46	30	0
"1442"	1442	"PNRun OUEST"	"4350-C-C2-2019-2020-ETE"	"ETE"	"2019-2020"	"CAGE"	"GBR"	331201.2885	7670146.866	"Piste forestiere Maido"	"07/11/2019"	"23/12/2019"	46	30.5	1
"1443"	1443	"PNRun OUEST"	"4351-C-C3-2019-2020-ETE"	"ETE"	"2019-2020"	"CAGE"	"GBR"	330942.86	7669515.152	"Piste forestiere Maido"	"07/11/2019"	"23/12/2019"	46	35.5	0
"1444"	1444	"PNRun OUEST"	"4352-C-C4-2019-2020-ETE"	"ETE"	"2019-2020"	"CAGE"	"GBR"	330617.4314	7668998.295	"Piste forestiere Maido"	"07/11/2019"	"23/12/2019"	46	28	2
"1445"	1445	"PNRun OUEST"	"4353-C-C5-2019-2020-ETE"	"ETE"	"2019-2020"	"CAGE"	"GBR"	330665.2885	7668127.295	"Piste forestiere Maido"	"07/11/2019"	"23/12/2019"	46	42	0
"1446"	1446	"PNRun OUEST"	"4354-C-C6-2019-2020-ETE"	"ETE"	"2019-2020"	"CAGE"	"GBR"	330694.0028	7667285.009	"Piste forestiere Maido"	"07/11/2019"	"23/12/2019"	46	35	0
"1447"	1447	"PNRun OUEST"	"4355-C-C7-2019-2020-ETE"	"ETE"	"2019-2020"	"CAGE"	"GBR"	330521.7171	7666155.581	"Piste forestiere Maido"	"07/11/2019"	"23/12/2019"	46	30	0
"1448"	1448	"PNRun OUEST"	"4356-C-C8-2019-2020-ETE"	"ETE"	"2019-2020"	"CAGE"	"GBR"	330272.86	7665188.867	"Piste forestiere Maido"	"07/11/2019"	"23/12/2019"	46	29.5	0
"1449"	1449	"PNRun OUEST"	"4357-C-C9-2019-2020-ETE"	"ETE"	"2019-2020"	"CAGE"	"GBR"	330148.4314	7664203.009	"Piste forestiere Maido"	"07/11/2019"	"23/12/2019"	46	33	1
"1450"	1450	"PNRun OUEST"	"4358-C-C10-2019-2020-ETE"	"ETE"	"2019-2020"	"CAGE"	"GBR"	330320.7171	7663255.438	"Piste forestiere Maido"	"07/11/2019"	"23/12/2019"	46	25.5	1
"1451"	1451	"PNRun OUEST"	"4359-C-C11-2019-2020-ETE"	"ETE"	"2019-2020"	"CAGE"	"GBR"	329899.5743	7662432.295	"Piste forestiere Maido"	"07/11/2019"	"23/12/2019"	46	25	0
"1452"	1452	"PNRun OUEST"	"4360-C-C12-2019-2020-ETE"	"ETE"	"2019-2020"	"CAGE"	"GBR"	329823.0029	7661159.295	"Piste forestiere Maido"	"07/11/2019"	"23/12/2019"	46	40.5	0
"1453"	1453	"PNRun OUEST"	"4361-C-C13-2019-2020-ETE"	"ETE"	"2019-2020"	"CAGE"	"GBR"	330464.2886	7659915.01	"Piste forestiere Maido"	"07/11/2019"	"23/12/2019"	46	42	0
"1454"	1454	"PNRun OUEST"	"4362-C-C14-2019-2020-ETE"	"ETE"	"2019-2020"	"CAGE"	"GBR"	330856.7171	7658967.439	"Piste forestiere Maido"	"07/11/2019"	"23/12/2019"	46	37	0
"1455"	1455	"PNRun OUEST"	"4363-C-C15-2019-2020-ETE"	"ETE"	"2019-2020"	"CAGE"	"GBR"	331258.7171	7658555.867	"Piste forestiere Maido"	"07/11/2019"	"23/12/2019"	46	37.5	1
"1456"	1456	"PNRun OUEST"	"4364-C-C16-2019-2020-ETE"	"ETE"	"2019-2020"	"CAGE"	"GBR"	332330.717	7658039.01	"Piste forestiere Maido"	"07/11/2019"	"23/12/2019"	46	38.5	0
"1457"	1457	"PNRun OUEST"	"4365-C-C17-2019-2020-ETE"	"ETE"	"2019-2020"	"CAGE"	"GBR"	330014.4315	7665945.009	"Piste forestiere Maido"	"07/11/2019"	"23/12/2019"	46	33.5	0
"1635"	1635	"ONF"	"HSV01-40366"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	332492.5891	7669006.432	"Grand Bénare"	"07/07/2010"	"01/09/2010"	56	9	0
"1636"	1636	"ONF"	"HSV02-40366"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	332661.4675	7668543.126	"Grand Bénare"	"07/07/2010"	"01/09/2010"	56	9	0
"1637"	1637	"ONF"	"HSV03-40366"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	333223.4295	7666916.823	"Grand Bénare"	"07/07/2010"	"01/09/2010"	56	9	0
"1638"	1638	"ONF"	"HSV04-40366"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	333603.1461	7665361.749	"Grand Bénare"	"07/07/2010"	"01/09/2010"	56	8	0
"1639"	1639	"ONF"	"HSV05-40366"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	333568.8856	7665029.579	"Grand Bénare"	"07/07/2010"	"01/09/2010"	56	7	1
"1640"	1640	"ONF"	"HSV06-40366"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	334043.3968	7665006.504	"Grand Bénare"	"07/07/2010"	"01/09/2010"	56	8	0
"1641"	1641	"ONF"	"HSV07-40366"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	336170.1518	7664194.434	"Grand Bénare"	"07/07/2010"	"01/09/2010"	56	8	0
"1642"	1642	"ONF"	"HSV08-40366"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	335005.751	7664839.905	"Grand Bénare"	"07/07/2010"	"01/09/2010"	56	8	0
"1643"	1643	"ONF"	"HSV09-40366"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	334469.5304	7665289.94	"Grand Bénare"	"07/07/2010"	"01/09/2010"	56	8	0
"1644"	1644	"ONF"	"HSV10-40366"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	333751.0998	7666004.29	"Grand Bénare"	"07/07/2010"	"01/09/2010"	56	9	0
"1645"	1645	"ONF"	"HSV11-40366"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	333395.1098	7666357.22	"Grand Bénare"	"07/07/2010"	"01/09/2010"	56	9	0
"1646"	1646	"ONF"	"HSV12-40366"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	333063.0725	7666847.667	"Grand Bénare"	"07/07/2010"	"01/09/2010"	56	9	1
"1647"	1647	"ONF"	"HSV13-40366"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	333096.7094	7667118.158	"Grand Bénare"	"07/07/2010"	"01/09/2010"	56	9	0
"1648"	1648	"ONF"	"HSV14-40366"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	332827.0488	7667582.663	"Grand Bénare"	"07/07/2010"	"01/09/2010"	56	9	0
"1649"	1649	"ONF"	"HSV15-40366"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	332230.5496	7667997.351	"Grand Bénare"	"07/07/2010"	"01/09/2010"	56	9	0
"1650"	1650	"ONF"	"HSV21-40366"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	332155.588	7668927.199	"Grand Bénare"	"07/07/2010"	"11/08/2010"	35	6	0
"1651"	1651	"ONF"	"HSV22-40366"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	332155.588	7668630.71	"Grand Bénare"	"07/07/2010"	"11/08/2010"	35	6	1
"1652"	1652	"ONF"	"HSV23-40366"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	331999.1081	7668559.334	"Grand Bénare"	"07/07/2010"	"11/08/2010"	35	6	0
"1653"	1653	"ONF"	"HSV24-40366"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	332021.0702	7668460.504	"Grand Bénare"	"07/07/2010"	"11/08/2010"	35	6	1
"1654"	1654	"ONF"	"HSV25-40366"	"HIVER"	"2010-2011"	"CAGE"	"GBR"	332106.1733	7668284.807	"Grand Bénare"	"07/07/2010"	"11/08/2010"	35	6	0
